task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
classify,openrouter,anthropic/claude-sonnet-4,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,1.08,
classify,openrouter,qwen/qwen3-235b-a22b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,4.94,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.71,
classify,openrouter,openai/gpt-5,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,2.96,
classify,openrouter,google/gemini-2.5-pro,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,8.06,
classify,openrouter,anthropic/claude-sonnet-4,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,1.36,
classify,openrouter,qwen/qwen3-235b-a22b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,5.03,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,0.59,
classify,openrouter,openai/gpt-5,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,4.03,
classify,openrouter,google/gemini-2.5-pro,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,8.96,
classify,openrouter,anthropic/claude-sonnet-4,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,2.19,
classify,openrouter,qwen/qwen3-235b-a22b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,3.69,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,1.85,
classify,openrouter,openai/gpt-5,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,disgust,1,,,,,,,3.65,
classify,openrouter,google/gemini-2.5-pro,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,disgust,1,,,,,,,8.11,
classify,openrouter,anthropic/claude-sonnet-4,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,disgust,1,,,,,,,2.04,
classify,openrouter,qwen/qwen3-235b-a22b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,disgust,1,,,,,,,4.15,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,0.78,
classify,openrouter,openai/gpt-5,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,disgust,1,,,,,,,3.59,
classify,openrouter,google/gemini-2.5-pro,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,disgust,1,,,,,,,13.23,
classify,openrouter,anthropic/claude-sonnet-4,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,disgust,1,,,,,,,2.35,
classify,openrouter,qwen/qwen3-235b-a22b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,nervous,0,,,,,,,4.45,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,anger,0,,,,,,,0.57,
classify,openrouter,openai/gpt-5,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,2.31,
classify,openrouter,google/gemini-2.5-pro,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,8.13,
classify,openrouter,anthropic/claude-sonnet-4,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,1.05,
classify,openrouter,qwen/qwen3-235b-a22b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,5.27,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,1.02,
classify,openrouter,openai/gpt-5,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,3.99,
classify,openrouter,google/gemini-2.5-pro,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,8.35,
classify,openrouter,anthropic/claude-sonnet-4,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,joy,0,,,,,,,1.5,
classify,openrouter,qwen/qwen3-235b-a22b,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,2.61,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,joy,0,,,,,,,1.0,
classify,openrouter,openai/gpt-5,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,4.46,
classify,openrouter,google/gemini-2.5-pro,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,7.93,
classify,openrouter,anthropic/claude-sonnet-4,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,1.11,
classify,openrouter,qwen/qwen3-235b-a22b,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,4.39,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,0.64,
classify,openrouter,openai/gpt-5,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,5.42,
classify,openrouter,google/gemini-2.5-pro,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,7.07,
classify,openrouter,anthropic/claude-sonnet-4,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,1.39,
classify,openrouter,qwen/qwen3-235b-a22b,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,4.51,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,0.87,
