task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
classify,ollama,qwen3:8b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,2.0,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,0.14,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,0.17,
classify,groq,openai/gpt-oss-120b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,0,,,,,,,0.38,
classify,ollama,llama3.2:latest,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,0.23,
classify,ollama,qwen3:8b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,1.74,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,1.53,
classify,groq,llama-3.3-70b-versatile,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,0.16,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,0.13,
classify,groq,openai/gpt-oss-120b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,0,,,,,,,0.43,
classify,ollama,llama3.2:latest,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,0.22,
classify,ollama,qwen3:8b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,2.02,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,0.2,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,0.11,
classify,groq,openai/gpt-oss-120b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,0,,,,,,,0.32,
classify,ollama,llama3.2:latest,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,joy,0,,,,,,,0.2,
classify,ollama,gemma3:4b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,sadness,0,,,,,,,0.21,
classify,ollama,qwen3:8b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,fear,0,,,,,,,1.74,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,1.53,
classify,groq,llama-3.3-70b-versatile,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,0.44,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,0.11,
classify,groq,openai/gpt-oss-120b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,,0,,,,,,,0.42,
classify,ollama,llama3.2:latest,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,sadness,0,,,,,,,0.21,
classify,ollama,qwen3:8b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,sadness,0,,,,,,,2.09,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,sadness,0,,,,,,,1.5,
classify,groq,llama-3.3-70b-versatile,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,0.14,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,0.12,
classify,groq,openai/gpt-oss-120b,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,,0,,,,,,,0.35,
classify,ollama,llama3.2:latest,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,fear,0,,,,,,,0.23,
classify,ollama,qwen3:8b,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,fear,0,,,,,,,2.0,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,fear,0,,,,,,,0.13,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,nervous,1,,,,,,,0.13,
classify,groq,openai/gpt-oss-120b,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,,0,,,,,,,0.35,
classify,ollama,llama3.2:latest,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,fear,0,,,,,,,0.22,
classify,ollama,qwen3:8b,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,fear,0,,,,,,,2.09,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,fear,0,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.12,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.68,
classify,groq,openai/gpt-oss-120b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,0,,,,,,,0.33,
classify,ollama,llama3.2:latest,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.2,
classify,ollama,gemma3:4b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.3,
classify,ollama,qwen3:8b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,2.14,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,0.12,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,0.09,
classify,groq,openai/gpt-oss-120b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,0,,,,,,,0.42,
classify,ollama,llama3.2:latest,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,sadness,0,,,,,,,0.2,
classify,ollama,gemma3:4b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,0.2,
classify,ollama,qwen3:8b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,sadness,0,,,,,,,1.96,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,0.53,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,0.41,
classify,groq,openai/gpt-oss-120b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,0,,,,,,,0.2,
classify,ollama,llama3.2:latest,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,0.23,
classify,ollama,qwen3:8b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,2.08,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,0.16,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,0.64,
classify,groq,openai/gpt-oss-120b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,0,,,,,,,0.32,
classify,ollama,llama3.2:latest,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,0.18,
classify,ollama,qwen3:8b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,sadness,0,,,,,,,1.93,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,fear,0,,,,,,,1.85,
classify,groq,llama-3.3-70b-versatile,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,anger,0,,,,,,,0.14,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,غضب,0,,,,,,,0.61,
classify,groq,openai/gpt-oss-120b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,0,,,,,,,0.43,
classify,ollama,llama3.2:latest,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,sadness,0,,,,,,,0.19,
classify,ollama,qwen3:8b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,sadness,0,,,,,,,2.03,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,sadness,0,,,,,,,1.5,
classify,groq,llama-3.3-70b-versatile,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,0.25,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,0.15,
classify,groq,openai/gpt-oss-120b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,0,,,,,,,0.29,
classify,ollama,llama3.2:latest,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,sadness,0,,,,,,,0.21,
classify,ollama,gemma3:4b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,anger,0,,,,,,,0.22,
classify,ollama,qwen3:8b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,sadness,0,,,,,,,1.97,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,sadness,0,,,,,,,1.76,
classify,groq,llama-3.3-70b-versatile,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,joy,0,,,,,,,0.13,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,0.17,
classify,groq,openai/gpt-oss-120b,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,,0,,,,,,,0.18,
classify,ollama,llama3.2:latest,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,joy,0,,,,,,,0.17,
classify,ollama,gemma3:4b,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,joy,0,,,,,,,0.2,
classify,ollama,qwen3:8b,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,2.26,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,0.16,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,0.53,
classify,groq,openai/gpt-oss-120b,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,,0,,,,,,,0.31,
classify,ollama,llama3.2:latest,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,sadness,0,,,,,,,0.19,
classify,ollama,gemma3:4b,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,0.22,
classify,ollama,qwen3:8b,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,sadness,0,,,,,,,2.01,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,1.78,
classify,groq,llama-3.3-70b-versatile,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,joy,0,,,,,,,0.77,
classify,groq,openai/gpt-oss-120b,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,,0,,,,,,,0.38,
classify,ollama,llama3.2:latest,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,joy,0,,,,,,,0.2,
classify,ollama,gemma3:4b,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,0.22,
classify,ollama,qwen3:8b,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,2.09,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,2.27,
